Priority,State,County,Action,Phone,Email,Website,Instructions,Status,Notes,Date Completed
LOW,TX,Martin,EMAIL_FOIA,(432) 756-3631,cday@co.martin.tx.us,https://apps.dentoncounty.gov/website/trs/DirectoryDetail.asp?county=Martin,"Send FOIA email requesting current excess proceeds/surplus funds list for Martin, Texas. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
LOW,TX,Mason,EMAIL_FOIA,(325) 347-5251,ally.yonker@co.mason.tx.us,https://www.co.mason.tx.us/page/mason.County.Treasurer,"Send FOIA email requesting current excess proceeds/surplus funds list for Mason, Texas. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
LOW,TX,Matagorda,EMAIL_FOIA,(979) 241-0132,lkgriffin@co.matagorda.tx.us,https://www.matagordatx.gov/page/matagorda.County.Treasurer,"Send FOIA email requesting current excess proceeds/surplus funds list for Matagorda, Texas. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
LOW,TX,Maverick,EMAIL_FOIA,(830) 773-2413,ruben.montemayor@co.maverick.tx.us,https://apps.dentoncounty.gov/website/trs/DirectoryDetail.asp?county=Maverick,"Send FOIA email requesting current excess proceeds/surplus funds list for Maverick, Texas. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
LOW,TX,McCulloch,EMAIL_FOIA,(325) 597-0733,countytreasurer@co.mcculloch.tx.us,https://www.co.mcculloch.tx.us/page/mcculloch.County.Treasurer,"Send FOIA email requesting current excess proceeds/surplus funds list for McCulloch, Texas. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
LOW,TX,McLennan,EMAIL_FOIA,(254) 757-5020,bill.helton@mclennan.gov,https://www.mclennan.gov/241/Treasurer,"Send FOIA email requesting current excess proceeds/surplus funds list for McLennan, Texas. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
LOW,TX,McMullen,EMAIL_FOIA,(361) 274-3685,tiffany.mcwilliams@beecounty.texas.gov,https://mcmullencounty.org/county-treasurer,"Send FOIA email requesting current excess proceeds/surplus funds list for McMullen, Texas. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
LOW,TX,Medina,EMAIL_FOIA,(830) 741-6110,debra.graff@medinatx.gov,https://www.medinatx.gov/page/medina.county.treasurer,"Send FOIA email requesting current excess proceeds/surplus funds list for Medina, Texas. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
LOW,TX,Menard,EMAIL_FOIA,(325) 396-2748,t.russell@co.menard.tx.us,https://apps.dentoncounty.gov/website/trs/DirectoryDetail.asp?county=Menard,"Send FOIA email requesting current excess proceeds/surplus funds list for Menard, Texas. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
LOW,TX,Midland,EMAIL_FOIA,(432) 688-4880,sgray@mcounty.com,https://www.co.midland.tx.us/directory.aspx?did=54,"Send FOIA email requesting current excess proceeds/surplus funds list for Midland, Texas. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
LOW,TX,Milam,EMAIL_FOIA,(254) 697-7032,lacosta@milamcounty.net,https://apps.dentoncounty.gov/website/trs/DirectoryDetail.asp?county=Milam,"Send FOIA email requesting current excess proceeds/surplus funds list for Milam, Texas. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
LOW,TX,Mills,EMAIL_FOIA,(325) 648-2636,treasurer@co.mills.tx.us,https://apps.dentoncounty.gov/website/trs/DirectoryDetail.asp?county=Mills,"Send FOIA email requesting current excess proceeds/surplus funds list for Mills, Texas. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
LOW,TX,Mitchell,EMAIL_FOIA,(325) 728-8356,jrivera@co.mitchell.tx.us,https://www.co.mitchell.tx.us/page/mitchell.County.Treasurer,"Send FOIA email requesting current excess proceeds/surplus funds list for Mitchell, Texas. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
LOW,TX,Montague,EMAIL_FOIA,(940) 894-2161,mctad@windstream.net,https://apps.dentoncounty.gov/website/trs/DirectoryDetail.asp?county=Montague,"Send FOIA email requesting current excess proceeds/surplus funds list for Montague, Texas. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
LOW,TX,Montgomery,EMAIL_FOIA,(936) 539-7844,melanie.bush@mctx.org,https://apps.dentoncounty.gov/website/trs/DirectoryDetail.asp?county=Montgomery,"Send FOIA email requesting current excess proceeds/surplus funds list for Montgomery, Texas. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
LOW,TX,Moore,EMAIL_FOIA,(806) 935-2019,treasurer@moore-tx.com,https://apps.dentoncounty.gov/website/trs/DirectoryDetail.asp?county=Moore,"Send FOIA email requesting current excess proceeds/surplus funds list for Moore, Texas. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
LOW,TX,Morris,EMAIL_FOIA,(903) 645-2916,scott.pollan@co.morris.tx.us,https://www.co.morris.tx.us/page/morris.County.Treasurer,"Send FOIA email requesting current excess proceeds/surplus funds list for Morris, Texas. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
LOW,TX,Motley,EMAIL_FOIA,(806) 347-2800,motleycotreasurer@gmail.com,https://www.co.motley.tx.us/page/motley.County.Treasurer,"Send FOIA email requesting current excess proceeds/surplus funds list for Motley, Texas. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
LOW,TX,Nacogdoches,EMAIL_FOIA,(936) 560-7804,dpedersen@co.nacogdoches.tx.us,https://www.co.nacogdoches.tx.us/countyoffices/treasurer.asp,"Send FOIA email requesting current excess proceeds/surplus funds list for Nacogdoches, Texas. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
LOW,TX,Navarro,EMAIL_FOIA,(903) 654-3090,rdouglas@navarrocounty.org,https://www.co.navarro.tx.us/page/navarro.county.treasurer,"Send FOIA email requesting current excess proceeds/surplus funds list for Navarro, Texas. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
LOW,TX,Newton,EMAIL_FOIA,(409) 379-8127,ginger.sims@co.newton.tx.us,https://www.co.newton.tx.us/page/newton.county.treasurer,"Send FOIA email requesting current excess proceeds/surplus funds list for Newton, Texas. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
LOW,TX,Nolan,EMAIL_FOIA,(325) 236-6932,jeanne.wells@co.nolan.tx.us,https://www.co.nolan.tx.us/page/nolan.County.Treasurer,"Send FOIA email requesting current excess proceeds/surplus funds list for Nolan, Texas. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
LOW,TX,Nueces,EMAIL_FOIA,(361) 888-0230,Nueces.Tax@nuecescountytx.gov,https://www.nuecesco.com/county-services/county-clerk/treasury,"Send FOIA email requesting current excess proceeds/surplus funds list for Nueces, Texas. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
LOW,TX,Ochiltree,EMAIL_FOIA,(806) 435-8046,countytreasurer@ochiltree.net,https://apps.dentoncounty.gov/website/trs/DirectoryDetail.asp?county=Ochiltree,"Send FOIA email requesting current excess proceeds/surplus funds list for Ochiltree, Texas. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
LOW,TX,Oldham,EMAIL_FOIA,(806) 639-2187,rebecca.hatfield@oldham-county.org,http://www.co.oldham.tx.us/page/oldham.County.Treasurer,"Send FOIA email requesting current excess proceeds/surplus funds list for Oldham, Texas. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
LOW,TX,Orange,EMAIL_FOIA,(409) 882-7991,ckhoury@co.orange.tx.us,https://www.co.orange.tx.us/departments/Treasurer,"Send FOIA email requesting current excess proceeds/surplus funds list for Orange, Texas. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
LOW,TX,Palo Pinto,EMAIL_FOIA,(940) 659-1260,deanna.copeland@co.palo-pinto.tx.us,https://www.co.palo-pinto.tx.us/page/County.Treasurer,"Send FOIA email requesting current excess proceeds/surplus funds list for Palo Pinto, Texas. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
LOW,TX,Panola,EMAIL_FOIA,(903) 693-0325,abby.booker@co.panola.tx.us,https://apps.dentoncounty.gov/website/trs/DirectoryDetail.asp?county=Panola,"Send FOIA email requesting current excess proceeds/surplus funds list for Panola, Texas. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
LOW,TX,Parker,EMAIL_FOIA,(817) 598-6015,becky.mccullough@parkercountytx.com,https://apps.dentoncounty.gov/website/trs/DirectoryDetail.asp?county=Parker,"Send FOIA email requesting current excess proceeds/surplus funds list for Parker, Texas. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
LOW,TX,Parmer,EMAIL_FOIA,(806) 481-9152,sharon.may@txdirectory.com,https://www.county.org/resources/resource-library/education-and-training/edu-continuing-,"Send FOIA email requesting current excess proceeds/surplus funds list for Parmer, Texas. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
LOW,TX,Pecos,EMAIL_FOIA,(432) 336-3461,sonia.murphy@co.pecos.tx.us,https://www.co.pecos.tx.us/department/county-treasurer,"Send FOIA email requesting current excess proceeds/surplus funds list for Pecos, Texas. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
LOW,TX,Polk,EMAIL_FOIA,(936) 327-6816,terri.williams@co.polk.tx.us,https://apps.dentoncounty.gov/website/trs/DirectoryDetail.asp?county=Polk,"Send FOIA email requesting current excess proceeds/surplus funds list for Polk, Texas. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
LOW,TX,Potter,EMAIL_FOIA,(806) 349-4834,brookegraves@co.potter.tx.us,https://newtools.cira.state.tx.us/page/potter.Treasurer,"Send FOIA email requesting current excess proceeds/surplus funds list for Potter, Texas. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
LOW,TX,Presidio,EMAIL_FOIA,(432) 729-4076,flor.zubia@co.presidio.tx.us,https://apps.dentoncounty.gov/website/trs/DirectoryDetail.asp?county=Presidio,"Send FOIA email requesting current excess proceeds/surplus funds list for Presidio, Texas. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
LOW,TX,Rains,PHONE_REQUEST,(903) 473-5000,,https://www.txdirectory.com/online/county/detail.php?id=190,Call county office and request excess proceeds list. Ask: 1) Do you have an excess proceeds or surplus funds list? 2) Can you email it to claim@usforeclosurerecovery.com? 3) Is it available online?,NOT STARTED,,
LOW,TX,Randall,PHONE_REQUEST,(806) 468-5536,,https://www.randallcounty.gov/187/Tax-Office,Call county office and request excess proceeds list. Ask: 1) Do you have an excess proceeds or surplus funds list? 2) Can you email it to claim@usforeclosurerecovery.com? 3) Is it available online?,NOT STARTED,,
LOW,TX,Reagan,EMAIL_FOIA,(325) 884-2090,caguilar@reagancounty.org,https://www.co.reagan.tx.us/page/reagan.County.Treasurer,"Send FOIA email requesting current excess proceeds/surplus funds list for Reagan, Texas. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
LOW,TX,Real,EMAIL_FOIA,(830) 232-6627,cotreasurer@co.real.tx.us,https://apps.dentoncounty.gov/website/trs/DirectoryDetail.asp?county=Real,"Send FOIA email requesting current excess proceeds/surplus funds list for Real, Texas. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
LOW,TX,Red River,EMAIL_FOIA,(903) 427-3748,taxoffice@co.red-river.tx.us,https://www.co.red-river.tx.us/page/redriver.County.Treasurer,"Send FOIA email requesting current excess proceeds/surplus funds list for Red River, Texas. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
LOW,TX,Reeves,EMAIL_FOIA,(432) 287-0222,tax@reeves-cad.org,https://www.reevescounty.org/departments/treasurer,"Send FOIA email requesting current excess proceeds/surplus funds list for Reeves, Texas. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
LOW,TX,Refugio,EMAIL_FOIA,(361) 526-2245,jackie.schubert@co.refugio.tx.us,https://apps.dentoncounty.gov/website/trs/DirectoryDetail.asp?county=Refugio,"Send FOIA email requesting current excess proceeds/surplus funds list for Refugio, Texas. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
LOW,TX,Roberts,EMAIL_FOIA,(806) 868-2411,amy.tennant@co.roberts.tx.us,https://www.co.roberts.tx.us/page/roberts.County.Treasurer,"Send FOIA email requesting current excess proceeds/surplus funds list for Roberts, Texas. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
LOW,TX,Robertson,EMAIL_FOIA,(979) 828-3201,melinda.turner@co.robertson.tx.us,https://comptroller.texas.gov/taxes/property-tax/county-directory/robertson.php,"Send FOIA email requesting current excess proceeds/surplus funds list for Robertson, Texas. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
LOW,TX,Rockwall,EMAIL_FOIA,(972) 204-6100,dpeek@rockwallcountytexas.com,https://apps.dentoncounty.gov/website/trs/DirectoryDetail.asp?county=Rockwall,"Send FOIA email requesting current excess proceeds/surplus funds list for Rockwall, Texas. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
LOW,TX,Runnels,EMAIL_FOIA,(325) 365-2428,laura.pospichal@runnelscounty.org,https://www.runnelscounty.org/page/runnels.County.Treasurer,"Send FOIA email requesting current excess proceeds/surplus funds list for Runnels, Texas. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
LOW,TX,Rusk,PHONE_REQUEST,(903) 657-0352,,https://www.ruskcountytx.gov/page/rusk.County.Treasurer,Call county office and request excess proceeds list. Ask: 1) Do you have an excess proceeds or surplus funds list? 2) Can you email it to claim@usforeclosurerecovery.com? 3) Is it available online?,NOT STARTED,,
LOW,TX,Sabine,EMAIL_FOIA,(409) 787-2210,treasurer@co.sabine.tx.us,https://apps.dentoncounty.gov/website/trs/DirectoryDetail.asp?county=Sabine,"Send FOIA email requesting current excess proceeds/surplus funds list for Sabine, Texas. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
LOW,TX,San Augustine,EMAIL_FOIA,(936) 275-9472,psmith@co.san-augustine.tx.us,https://www.co.san-augustine.tx.us/page/sanaugustine.Treasurer,"Send FOIA email requesting current excess proceeds/surplus funds list for San Augustine, Texas. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
LOW,TX,San Jacinto,EMAIL_FOIA,(936) 653-2353,county.treasurer@san-jac.us,https://www.co.san-jacinto.tx.us/page/sanjacinto.County.Treasurer,"Send FOIA email requesting current excess proceeds/surplus funds list for San Jacinto, Texas. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
LOW,TX,San Patricio,EMAIL_FOIA,(361) 364-9335,agarcia@sanpatriciocountytx.gov,https://www.sanpatriciocountytx.gov/page/county.treasurer,"Send FOIA email requesting current excess proceeds/surplus funds list for San Patricio, Texas. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
LOW,TX,San Saba,EMAIL_FOIA,(325) 372-3337,treasurer@co.san-saba.tx.us,https://apps.dentoncounty.gov/website/trs/DirectoryDetail.asp?county=San%20Saba,"Send FOIA email requesting current excess proceeds/surplus funds list for San Saba, Texas. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
LOW,TX,Schleicher,EMAIL_FOIA,(325) 853-2596,treasurer@co.schleicher.tx.us,https://www.schleichercounty.gov/page/schleicher.Treasurer,"Send FOIA email requesting current excess proceeds/surplus funds list for Schleicher, Texas. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
LOW,TX,Scurry,EMAIL_FOIA,(325) 573-5382,misty.chapman@co.scurry.tx.us,https://apps.dentoncounty.gov/website/trs/DirectoryDetail.asp?county=Scurry,"Send FOIA email requesting current excess proceeds/surplus funds list for Scurry, Texas. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
LOW,TX,Shackelford,PHONE_REQUEST,(325) 762-9440,,https://www.txdirectory.com/online/county/detail.php?id=209,Call county office and request excess proceeds list. Ask: 1) Do you have an excess proceeds or surplus funds list? 2) Can you email it to claim@usforeclosurerecovery.com? 3) Is it available online?,NOT STARTED,,
LOW,TX,Shelby,EMAIL_FOIA,(936) 598-4441,shelbytax@co.shelby.tx.us,https://www.co.shelby.tx.us/page/shelby.County.Treasurer,"Send FOIA email requesting current excess proceeds/surplus funds list for Shelby, Texas. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
LOW,TX,Sherman,EMAIL_FOIA,(806) 366-2150,kalee.flippin@co.sherman.tx.us,https://www.txdmv.gov/tax-assessor-collectors/county-tax-offices/sherman,"Send FOIA email requesting current excess proceeds/surplus funds list for Sherman, Texas. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
LOW,TX,Smith,EMAIL_FOIA,(903) 590-4731,arawlings@smith-county.com,https://www.smith-county.com/government/elected-officials/treasurer,"Send FOIA email requesting current excess proceeds/surplus funds list for Smith, Texas. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
LOW,TX,Somervell,PHONE_REQUEST,(254) 897-4814,,https://apps.dentoncounty.gov/website/trs/DirectoryDetail.asp?county=Somervell,Call county office and request excess proceeds list. Ask: 1) Do you have an excess proceeds or surplus funds list? 2) Can you email it to claim@usforeclosurerecovery.com? 3) Is it available online?,NOT STARTED,,
LOW,TX,Starr,EMAIL_FOIA,(956) 716-4800,starrtax@co.starr.tx.us,https://www.co.starr.tx.us/page/starr.County.Treasurer,"Send FOIA email requesting current excess proceeds/surplus funds list for Starr, Texas. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
LOW,TX,Stephens,EMAIL_FOIA,(254) 559-7333,treasurer@stephenscountytx.gov,https://apps.dentoncounty.gov/website/trs/DirectoryDetail.asp?county=Stephens,"Send FOIA email requesting current excess proceeds/surplus funds list for Stephens, Texas. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
LOW,TX,Sterling,EMAIL_FOIA,(325) 378-8511,rhea.mcginnis@co.sterling.tx.us,https://apps.dentoncounty.gov/website/trs/DirectoryDetail.asp?county=Sterling,"Send FOIA email requesting current excess proceeds/surplus funds list for Sterling, Texas. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
LOW,TX,Stonewall,EMAIL_FOIA,(940) 989-2633,tax@stonewallcountytx.org,https://www.stonewallcounty.org/page/stonewall.County.Tax.Assessor,"Send FOIA email requesting current excess proceeds/surplus funds list for Stonewall, Texas. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
LOW,TX,Sutton,EMAIL_FOIA,(325) 387-2886,schniers4@gmail.com,https://apps.dentoncounty.gov/website/trs/DirectoryDetail.asp?county=Sutton,"Send FOIA email requesting current excess proceeds/surplus funds list for Sutton, Texas. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
LOW,TX,Swisher,EMAIL_FOIA,(806) 995-2204,j.flowers@swisher-tx.org,https://apps.dentoncounty.gov/website/trs/DirectoryDetail.asp?county=Swisher,"Send FOIA email requesting current excess proceeds/surplus funds list for Swisher, Texas. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
LOW,TX,Tarrant,EMAIL_FOIA,(817) 884-1100,taxoffice@tarrantcountytx.gov,https://www.tarrantcountytx.gov/en/tax/contact-us.html,"Send FOIA email requesting current excess proceeds/surplus funds list for Tarrant, Texas. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
LOW,TX,Taylor,EMAIL_FOIA,(325) 674-1231,becky.freeman@taylorcounty.texas.gov,https://www.taylorcounty.texas.gov/187/Treasurer,"Send FOIA email requesting current excess proceeds/surplus funds list for Taylor, Texas. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
LOW,TX,Terrell,EMAIL_FOIA,(432) 345-2992,P.Blaylock@co.terrell.tx.us,https://www.co.terrell.tx.us/page/terrell.county.treasurer,"Send FOIA email requesting current excess proceeds/surplus funds list for Terrell, Texas. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
LOW,TX,Terry,EMAIL_FOIA,(806) 637-3616,aperry@terrycounty.org,https://apps.dentoncounty.gov/website/trs/DirectoryDetail.asp?county=Terry,"Send FOIA email requesting current excess proceeds/surplus funds list for Terry, Texas. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
LOW,TX,Throckmorton,EMAIL_FOIA,(940) 849-8830,lillian.little@throckmortoncountytx.gov,https://www.txdirectory.com/online/county/detail.php?id=224,"Send FOIA email requesting current excess proceeds/surplus funds list for Throckmorton, Texas. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
LOW,TX,Titus,EMAIL_FOIA,(903) 572-8723,djapplewhite@co.titus.tx.us,https://www.txdirectory.com/online/county/detail.php?id=225,"Send FOIA email requesting current excess proceeds/surplus funds list for Titus, Texas. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
LOW,TX,Tom Green,EMAIL_FOIA,(325) 659-6529,becky.robles@co.tom-green.tx.us,https://apps.dentoncounty.gov/website/trs/DirectoryDetail.asp?county=Tom%20Green,"Send FOIA email requesting current excess proceeds/surplus funds list for Tom Green, Texas. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
LOW,TX,Travis,EMAIL_FOIA,(512) 854-9365,dolores.ortega-carter@co.travis.tx.us,https://apps.dentoncounty.gov/website/trs/DirectoryDetail.asp?county=Travis,"Send FOIA email requesting current excess proceeds/surplus funds list for Travis, Texas. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
LOW,TX,Trinity,PHONE_REQUEST,(936) 642-1443,,https://www.co.trinity.tx.us/page/trinity.county.treasurer,Call county office and request excess proceeds list. Ask: 1) Do you have an excess proceeds or surplus funds list? 2) Can you email it to claim@usforeclosurerecovery.com? 3) Is it available online?,NOT STARTED,,
LOW,TX,Tyler,EMAIL_FOIA,(409) 283-2734,lmonk.cotreas@co.tyler.tx.us,https://www.co.tyler.tx.us/page/tyler.contact,"Send FOIA email requesting current excess proceeds/surplus funds list for Tyler, Texas. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
LOW,TX,Upshur,EMAIL_FOIA,(903) 843-4027,lhowell@countyofupshur.com,https://apps.dentoncounty.gov/website/trs/DirectoryDetail.asp?county=Upshur,"Send FOIA email requesting current excess proceeds/surplus funds list for Upshur, Texas. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
LOW,TX,Upton,EMAIL_FOIA,(432) 693-2401,mzarate@co.upton.tx.us,https://www.co.upton.tx.us,"Send FOIA email requesting current excess proceeds/surplus funds list for Upton, Texas. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
LOW,TX,Uvalde,EMAIL_FOIA,(830) 278-5821,rita.verstuyft@uvaldecounty.gov,https://apps.dentoncounty.gov/website/trs/DirectoryDetail.asp?county=Uvalde,"Send FOIA email requesting current excess proceeds/surplus funds list for Uvalde, Texas. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
LOW,TX,Val Verde,EMAIL_FOIA,(830) 774-7587,arodriguez@valverdecounty.org,https://apps.dentoncounty.gov/website/trs/DirectoryDetail.asp?county=Val%20Verde,"Send FOIA email requesting current excess proceeds/surplus funds list for Val Verde, Texas. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
LOW,TX,Van Zandt,EMAIL_FOIA,(903) 567-2551,kedwards@vanzandtcounty.org,https://www.vanzandtcounty.org/page/vanzandt.contact,"Send FOIA email requesting current excess proceeds/surplus funds list for Van Zandt, Texas. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
LOW,TX,Victoria,EMAIL_FOIA,(361) 575-8588,pfoster@vctx.org,https://apps.dentoncounty.gov/website/trs/DirectoryDetail.asp?county=Victoria,"Send FOIA email requesting current excess proceeds/surplus funds list for Victoria, Texas. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
LOW,TX,Walker,EMAIL_FOIA,(936) 436-4934,aklawinsky@co.walker.tx.us,https://apps.dentoncounty.gov/website/trs/DirectoryDetail.asp?county=Walker,"Send FOIA email requesting current excess proceeds/surplus funds list for Walker, Texas. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
LOW,TX,Waller,EMAIL_FOIA,(979) 826-7707,j.beaty@wallercounty.us,https://www.co.waller.tx.us/page/County.Treasurer,"Send FOIA email requesting current excess proceeds/surplus funds list for Waller, Texas. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
LOW,TX,Ward,EMAIL_FOIA,(432) 943-2841,loretta.pipkin@co.ward.tx.us,https://apps.dentoncounty.gov/website/trs/DirectoryDetail.asp?county=Ward,"Send FOIA email requesting current excess proceeds/surplus funds list for Ward, Texas. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
LOW,TX,Washington,EMAIL_FOIA,(979) 277-6224,pkramer@washingtoncountytx.gov,https://www.co.washington.tx.us/page/washington.county.treasurer,"Send FOIA email requesting current excess proceeds/surplus funds list for Washington, Texas. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
LOW,TX,Webb,EMAIL_FOIA,(956) 523-4150,raulreyes@webbcountytx.gov,https://apps.dentoncounty.gov/website/trs/DirectoryDetail.asp?county=Webb,"Send FOIA email requesting current excess proceeds/surplus funds list for Webb, Texas. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
LOW,TX,Wharton,EMAIL_FOIA,(979) 532-2971,audrey.scearce@co.wharton.tx.us,https://www.co.wharton.tx.us/page/wharton.county.treasurer,"Send FOIA email requesting current excess proceeds/surplus funds list for Wharton, Texas. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
LOW,TX,Wheeler,EMAIL_FOIA,(806) 826-3122,cindy.brown@co.wheeler.tx.us,https://www.wheelercounty.texas.gov/page/wheeler.County.Treasurer,"Send FOIA email requesting current excess proceeds/surplus funds list for Wheeler, Texas. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
LOW,TX,Wichita,EMAIL_FOIA,(940) 766-8297,Stephen.Jones@co.wichita.tx.us,https://wichitacountytx.com/locations/treasurers-office,"Send FOIA email requesting current excess proceeds/surplus funds list for Wichita, Texas. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
LOW,TX,Wilbarger,EMAIL_FOIA,(940) 553-2302,aboyd@co.wilbarger.tx.us,https://www.co.wilbarger.tx.us/page/wilbarger.county.treasurer,"Send FOIA email requesting current excess proceeds/surplus funds list for Wilbarger, Texas. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
LOW,TX,Willacy,EMAIL_FOIA,(956) 689-2772,ruben.cavazos@co.willacy.tx.us,https://www.co.willacy.tx.us/page/willacy.county.treasurer,"Send FOIA email requesting current excess proceeds/surplus funds list for Willacy, Texas. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
LOW,TX,Williamson,EMAIL_FOIA,(512) 943-1540,scott.heselmeyer@wilco.org,https://apps.dentoncounty.gov/website/trs/DirectoryDetail.asp?county=Williamson,"Send FOIA email requesting current excess proceeds/surplus funds list for Williamson, Texas. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
